48,64,64,64,64,48,48,48,64,48,64,64,64,48,64,64,48,48,48,48,64,64,64,64,64,48,64,48,64,64,64,48
64,48,64,64,64,64,80,80,64,48,64,48,48,64,48,48,48,64,48,48,48,64,64,64,64,48,64,48,48,48,48,48
64,80,64,64,48,64,64,80,80,64,64,64,48,64,64,64,64,48,48,48,48,48,48,48,48,48,48,48,64,48,48,64
48,64,48,48,64,48,48,48,48,64,64,48,64,48,80,48,48,64,48,64,64,48,48,48,64,64,64,48,64,64,64,48
64,48,48,48,48,64,64,64,64,64,48,48,64,64,64,64,48,48,48,48,64,64,48,48,48,48,48,48,64,64,64,48
48,49,50,51,48,64,64,48,48,80,48,49,50,50,50,50,51,64,64,48,48,48,48,64,48,48,64,64,48,48,64,64
48,65,-1,68,50,50,50,50,50,50,50,69,-1,-1,-1,-1,68,51,48,48,64,48,48,48,64,64,64,48,64,48,48,48
48,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,48,48,64,64,64,48,48,48,64,64,64,64,48,48
80,81,82,82,82,82,82,82,82,82,82,82,82,53,-1,-1,-1,67,48,64,48,48,48,48,48,64,64,48,48,48,64,48
48,64,64,64,64,64,48,64,64,64,64,48,64,81,53,-1,-1,67,48,80,48,48,48,64,64,64,64,48,64,48,64,48
64,64,64,48,48,64,64,64,64,64,48,48,80,48,65,-1,-1,68,51,48,64,48,48,48,64,48,64,48,64,80,48,48
48,64,48,48,64,64,48,64,64,48,48,48,48,64,65,-1,-1,-1,68,50,50,50,51,64,48,48,48,48,49,50,51,64
64,64,64,48,64,64,64,64,48,48,64,64,48,64,65,-1,-1,-1,-1,-1,-1,-1,68,50,50,50,50,50,69,-1,67,48
48,64,64,48,48,64,64,48,48,48,48,64,64,48,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,64
64,48,48,48,64,64,64,48,64,48,64,48,64,64,65,-1,-1,-1,52,82,82,82,82,82,82,82,82,82,82,82,83,64
64,48,64,64,64,48,64,48,64,48,48,48,64,48,65,-1,-1,52,83,64,48,48,48,48,48,48,64,48,48,64,48,48
48,48,48,48,64,48,64,48,64,48,48,64,48,64,65,-1,-1,67,64,80,64,64,64,48,64,64,64,64,80,64,48,48
64,80,64,48,64,48,64,48,64,48,48,48,64,49,69,-1,-1,67,64,64,64,64,48,48,80,64,64,48,48,64,48,48
64,49,50,51,48,48,64,64,48,48,80,49,50,69,-1,-1,-1,67,64,48,48,64,64,48,80,80,64,48,64,48,64,48
48,65,-1,68,50,50,50,50,50,50,50,69,-1,-1,-1,-1,-1,67,64,64,64,48,64,64,80,80,64,48,64,64,64,48
48,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,48,48,64,80,64,64,48,80,64,48,48,48,48,48
64,81,82,82,82,82,82,82,82,82,82,82,82,53,-1,-1,-1,68,51,64,64,64,64,64,64,48,64,48,64,64,48,80
64,80,64,48,48,64,64,64,48,64,64,48,48,81,53,-1,-1,-1,68,50,50,50,50,51,48,48,64,64,49,50,51,64
48,64,64,48,48,64,64,48,64,64,64,64,48,80,65,-1,-1,-1,-1,-1,-1,-1,-1,68,50,50,50,50,69,-1,67,64
48,48,48,64,48,64,64,64,48,64,64,64,64,48,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,67,64
64,48,48,48,48,48,48,64,48,48,64,64,48,48,65,-1,-1,-1,52,82,82,82,82,82,82,82,82,82,82,82,83,64
48,48,48,48,48,48,64,48,64,48,64,48,64,64,65,-1,-1,52,83,64,64,64,48,64,80,64,48,64,48,48,48,48
48,48,48,48,48,48,48,48,64,48,64,48,64,64,65,-1,-1,67,64,48,48,64,64,48,48,48,64,64,64,48,48,64
48,64,48,48,64,48,64,64,48,64,64,64,48,64,65,-1,-1,67,64,48,64,48,48,64,64,48,64,64,64,64,64,48
64,48,48,64,48,64,64,48,48,48,48,64,48,64,65,-1,-1,67,48,64,64,48,64,64,64,64,64,48,64,48,64,48
64,64,64,48,48,48,48,48,48,64,64,48,48,80,65,-1,-1,67,48,64,48,48,48,48,64,48,48,64,48,64,64,64
48,64,48,64,48,48,64,48,64,48,64,48,48,64,65,-1,-1,67,48,48,48,64,48,64,48,48,64,48,64,48,48,48
